CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
7323	50.46768	1148034479	0.20245	0.52363	50.43430	0.03338	249	1	0.20443	0.49578	1	0.19371	0.54534	1	0.19907	0.52056	1	0.36298	0.70451	21.92282	1.03671	1	0.59430	0.69040	19.51345	1.02765	1	-0.03688	-0.04684	0.72113	0.00513	1	0.02618	-0.04224	0.69698	0.00455	1	1.73750	0.00000	0	
7324	50.47408	1148098433	0.20199	0.52326	50.43430	0.03978	249	1	0.20456	0.49629	1	0.19386	0.54584	1	0.19921	0.52107	1	0.36287	0.70459	22.17091	1.03631	1	0.59413	0.69041	19.37647	1.02725	1	-0.03703	-0.04695	0.72199	0.00503	1	0.02620	-0.04243	0.70023	0.00454	1	1.73750	0.00000	0	START_TRIAL
7325	50.48076	1148165250	0.20050	0.52083	50.43430	0.04646	249	1	0.20610	0.44263	1	0.17403	0.56491	1	0.19006	0.50377	1	0.36286	0.70462	22.14014	1.02725	1	0.59399	0.69044	19.49596	1.02725	1	-0.03703	-0.04695	0.72199	0.00504	1	0.02620	-0.04243	0.70023	0.00455	1	1.73750	0.00000	0	
7326	50.48784	1148236093	0.20017	0.51902	50.43430	0.05354	249	1	0.20497	0.46541	1	0.19023	0.54381	1	0.19760	0.50461	1	0.36284	0.70462	22.19084	1.02725	1	0.59401	0.69042	19.50506	1.02725	1	-0.03703	-0.04695	0.72199	0.00504	1	0.02620	-0.04243	0.70023	0.00453	1	1.73750	0.00000	0	
7327	50.49416	1148299251	0.19973	0.51700	50.43430	0.05986	249	1	0.20497	0.46541	1	0.18659	0.53226	1	0.19578	0.49884	1	0.36278	0.70458	22.10992	1.02725	1	0.59403	0.69034	19.62829	1.03631	1	-0.03757	-0.04754	0.73027	0.00505	1	0.02730	-0.04430	0.73103	0.00455	1	1.73750	0.00000	0	
7328	50.50085	1148366193	0.19762	0.51142	50.43430	0.06656	249	1	0.19534	0.39378	1	0.15767	0.51743	1	0.17651	0.45561	1	0.36277	0.70459	22.09387	1.03631	1	0.59402	0.69045	19.88244	1.04537	1	-0.03757	-0.04754	0.73027	0.00506	1	0.02730	-0.04430	0.73103	0.00459	1	1.73750	0.00000	0	
7329	50.50755	1148433123	0.19586	0.50525	50.43430	0.07325	249	1	0.19702	0.41881	1	0.15590	0.45592	1	0.17646	0.43736	1	0.36275	0.70465	22.06530	1.04537	1	0.59407	0.69039	19.93393	1.05443	1	-0.03757	-0.04754	0.73027	0.00508	1	0.02730	-0.04430	0.73103	0.00454	1	1.73750	0.00000	0	
7330	50.51408	1148498410	0.19410	0.49909	50.43430	0.07978	249	1	0.19400	0.40657	1	0.15206	0.44382	1	0.17303	0.42520	1	0.36279	0.70456	22.09476	1.05443	1	0.59398	0.69041	19.90302	1.06350	1	-0.03757	-0.04754	0.73027	0.00505	1	0.02730	-0.04430	0.73103	0.00458	1	1.73750	0.00000	0	
7331	50.52085	1148566127	0.19489	0.49458	50.43430	0.08655	249	1	0.17987	0.39226	1	0.23037	0.47954	1	0.20512	0.43590	1	0.36278	0.70469	22.21553	1.06350	1	0.59392	0.69043	20.20218	1.06350	1	-0.03757	-0.04754	0.73027	0.00506	1	0.02730	-0.04430	0.73103	0.00458	1	1.73750	0.00000	0	
7332	50.52768	1148634415	0.19558	0.49193	50.43430	0.09338	249	1	0.17313	0.40328	1	0.23724	0.50649	1	0.20519	0.45488	1	0.36275	0.70463	22.09096	1.06350	1	0.59389	0.69057	20.04539	1.06350	1	-0.03757	-0.04754	0.73027	0.00508	1	0.02730	-0.04430	0.73103	0.00466	1	1.73750	0.00000	0	
7333	50.53441	1148701779	0.19618	0.48962	50.43430	0.10011	249	1	0.17313	0.40328	1	0.23724	0.50649	1	0.20519	0.45488	1	0.36264	0.70468	21.97813	1.06350	1	0.59380	0.69064	20.31069	1.06350	1	-0.03757	-0.04754	0.73027	0.00514	1	0.02684	-0.04361	0.71877	0.00462	1	1.73750	0.00000	0	
7334	50.54091	1148766786	0.19629	0.48831	50.43430	0.10661	249	1	0.17073	0.46515	1	0.22535	0.46953	1	0.19804	0.46734	1	0.36264	0.70481	22.00949	1.06350	1	0.59377	0.69074	20.08958	1.06350	1	-0.03757	-0.04754	0.73027	0.00519	1	0.02684	-0.04361	0.71877	0.00461	1	1.73750	0.00000	0	
7335	50.54768	1148834454	0.19657	0.48686	50.43430	0.11338	249	1	0.17274	0.47203	1	0.23020	0.45236	1	0.20147	0.46220	1	0.36269	0.70494	22.12023	1.06350	1	0.59378	0.69077	20.03644	1.06350	1	-0.03757	-0.04754	0.73027	0.00512	1	0.02684	-0.04361	0.71877	0.00463	1	1.73750	0.00000	0	
7336	50.55455	1148903150	0.19699	0.48615	50.43430	0.12025	249	1	0.17578	0.48310	1	0.23323	0.46375	1	0.20450	0.47343	1	0.36270	0.70517	22.31589	1.05483	1	0.59384	0.69089	20.02703	1.05483	1	-0.03637	-0.04614	0.70802	0.00518	1	0.02730	-0.04441	0.73103	0.00460	1	1.73750	0.00000	0	
7337	50.56149	1148972497	0.19794	0.48590	50.43430	0.12719	249	1	0.24574	0.50055	1	0.18601	0.46187	1	0.21588	0.48121	1	0.36307	0.70529	22.34272	1.04617	1	0.59398	0.69110	20.26763	1.04617	1	-0.03637	-0.04614	0.70802	0.00513	1	0.02730	-0.04441	0.73103	0.00461	1	1.73750	0.00000	0	
7338	50.56770	1149034597	0.20094	0.49025	50.43430	0.13340	249	1	0.29502	0.57567	1	0.22716	0.57870	1	0.26109	0.57719	1	0.36349	0.70571	23.29757	1.03750	1	0.59414	0.69107	19.52587	1.03750	1	-0.03637	-0.04614	0.70802	0.00513	1	0.02730	-0.04441	0.73103	0.00467	1	1.73750	0.00000	0	
7339	50.57477	1149105369	0.20387	0.49493	50.43430	0.14047	249	1	0.29725	0.58618	1	0.23356	0.60034	1	0.26540	0.59326	1	0.36368	0.70584	22.57966	1.02884	1	0.59464	0.69183	20.41993	1.01978	1	-0.03625	-0.04638	0.70995	0.00512	1	0.02620	-0.04264	0.70023	0.00464	1	1.73750	0.00000	0	
7340	50.58134	1149171098	0.20716	0.50275	50.43430	0.14705	249	1	0.27592	0.66599	1	0.28303	0.68349	1	0.27947	0.67474	1	0.36426	0.70663	23.74764	1.01978	1	0.59481	0.69218	20.23951	1.01072	1	-0.03625	-0.04638	0.70995	0.00519	1	0.02620	-0.04264	0.70023	0.00467	1	1.73750	0.00000	0	
7341	50.58792	1149236828	0.21079	0.51075	50.43430	0.15362	249	1	0.29184	0.68685	1	0.29684	0.70269	1	0.29434	0.69477	1	0.36434	0.70673	23.84031	1.01072	1	0.59478	0.69229	20.28420	1.00166	1	-0.03625	-0.04638	0.70995	0.00513	1	0.02620	-0.04264	0.70023	0.00467	1	1.73750	0.00000	0	
